% Model:              first comsol file.mph
% Version:            COMSOL 6.2.0.415
% Date:               Oct 8 2024, 12:11
% Dimension:          1
% Nodes:              217
% Expressions:        1
% Description:        Line graph
% x-coordinate (nm)       Dependent variable phi
0                         0
0.1851851851851851        -0.0022063866100234435
0.3703703703703702        -0.004412773220046887
0.5555555555555554        -0.00661915983007033
0.7407407407407404        -0.008825546440093774
0.9259259259259255        -0.011031933050117217
1.1111111111111107        -0.013238319660140661
1.2962962962962958        -0.015444706270164105
1.4814814814814807        -0.017651092880187548
1.666666666666666         -0.01985747949021099
1.8518518518518512        -0.022063866100234433
2.0370370370370363        -0.02427025271025788
2.2222222222222214        -0.026476639320281322
2.407407407407406         -0.028683025930304765
2.5925925925925917        -0.03088941254032821
2.777777777777777         -0.03309579915035166
2.9629629629629615        -0.0353021857603751
3.148148148148147         -0.03750857237039854
3.333333333333332         -0.03971495898042199
3.518518518518517         -0.041921345590445434
3.7037037037037024        -0.044127732200468874
3.888888888888888         -0.04633411881049232
4.074074074074073         -0.048540505420515766
4.259259259259259         -0.05074689203053921
4.444444444444443         -0.05295327864056266
4.629629629629628         -0.055159665250586104
4.814814814814813         -0.05736605186060955
4.999999999999998         -0.059572438470632996
5.185185185185183         -0.061778825080656435
5.3703703703703685        -0.06398521169067987
5.555555555555554         -0.06619159830070331
5.740740740740739         -0.06839798491072677
5.925925925925923         -0.0706043715207502
6.111111111111109         -0.07281075813077363
6.296296296296294         -0.07501714474079706
6.481481481481478         -0.0772235313508205
6.666666666666663         -0.07942991796084392
6.8518518518518485        -0.08163630457086735
7.037037037037034         -0.08384269118089077
7.222222222222219         -0.0860490777909142
7.407407407407404         -0.08825546440093764
7.59259259259259          -0.09046185101096105
7.777777777777774         -0.09266823762098447
7.962962962962958         -0.0948746242310079
8.148148148148145         -0.09708101084103132
8.33333333333333          -0.09928739745105475
8.518518518518515         -0.10149378406107817
8.7037037037037           -0.10370017067110161
8.888888888888886         -0.10590655728112505
9.074074074074073         -0.1083195145409678
9.259259259259254         -0.11062904742846574
9.444444444444441         -0.11283515594361884
9.629629629629624         -0.11493784008642713
9.81481481481481          -0.1169370998568906
9.999999999999995         -0.11883293525500922
10.185185185185178        -0.12062534628078306
10.370370370370365        -0.12231433293421205
10.555555555555548        -0.12283145479593671
10.740740740740733        -0.12272803042359241
10.92592592592592         -0.12200405981717918
11.111111111111104        -0.12065954297669702
11.296296296296289        -0.11869447990214593
11.481481481481474        -0.11610887059352591
11.666666666666659        -0.11290271505083695
11.851851851851844        -0.10907601327407905
12.037037037037027        -0.10462876526325221
12.222222222222214        -0.09956097101835643
12.407407407407398        -0.09387263053939171
12.592592592592585        -0.08756374382635806
12.77777777777777         -0.08063431087925549
12.962962962962953        -0.07308433169808395
