% Model:              first comsol file.mph
% Version:            COMSOL 6.2.0.415
% Date:               Oct 8 2024, 12:11
% Dimension:          1
% Nodes:              217
% Expressions:        1
% Description:        Line graph
% x-coordinate (nm)       Dependent variable phi
13.14814814814814         -0.0649138062828435
13.333333333333323        -0.056122734633534115
13.51851851851851         -0.046711116750155775
13.703703703703694        -0.03667895263270849
13.88888888888888         -0.026026242281192276
14.074074074074067        -0.014752985695607122
14.25925925925925         -0.002859182875953034
14.444444444444438        0.009655166177769993
14.62962962962962         0.022790061465561954
14.814814814814808        0.03654550298742285
14.999999999999993        0.05092149074335264
15.185185185185176        0.06591802473335137
15.370370370370363        0.08153510495741899
15.555555555555545        0.09777273141555556
15.740740740740732        0.11463090410776106
15.925925925925917        0.1321096230340355
16.111111111111104        0.15020888819437883
16.296296296296287        0.16892869958879111
16.481481481481474        0.18826905721727238
16.666666666666657        0.20822996107982256
16.85185185185184         0.22881141117644171
17.037037037037027        0.2500134075071298
17.222222222222214        0.2718359500718868
17.407407407407398        0.2942790388707128
17.592592592592585        0.3173426739036077
17.777777777777768        0.3410268551705715
17.962962962962955        0.36533158267160415
18.148148148148138        0.3902568564067057
18.33333333333332         0.4158026763758762
18.518518518518505        0.4419690425791156
18.703703703703688        0.468755955016424
18.888888888888875        0.49616341368780126
19.07407407407406         0.5241914185932475
19.259259259259245        0.5528399697327626
19.44444444444443         0.5825222084059853
19.629629629629612        0.6126181445685874
19.8148148148148          0.6431277782205689
19.999999999999986        0.6740511093619296
20.18518518518517         0.7053881379926696
20.370370370370356        0.737138864112789
20.55555555555554         0.7693032877222875
20.740740740740726        0.8018814088211655
20.92592592592591         0.8327363465707036
21.111111111111097        0.862970738086173
21.29629629629628         0.8925845833675734
21.481481481481467        0.9215778824149048
21.666666666666654        0.9499506352281673
21.851851851851837        0.977702841807361
22.037037037037024        1.0048345021524856
22.222222222222207        1.0313456162635415
22.407407407407394        1.0572361841405282
22.592592592592577        1.0825062057834458
22.777777777777764        1.1071556811922947
22.962962962962948        1.1311846103670744
23.14814814814813         1.1545929933077854
23.333333333333318        1.1773808300144273
23.5185185185185          1.1995481204870004
23.703703703703688        1.2210948647255044
23.88888888888887         1.2420210627299397
24.07407407407406         1.2623267145003056
24.259259259259245        1.2820118200366033
24.444444444444432        1.3010763793388314
24.629629629629616        1.319520392406991
24.8148148148148          1.3373438592410811
24.999999999999986        1.3545467798411028
25.185185185185173        1.3711291542070552
25.37037037037036         1.3870909823389388
25.55555555555554         1.4024322642367533
25.740740740740726        1.417152999900499
25.925925925925913        1.4312531893301759
26.1111111111111          1.4447328325257838
26.296296296296287        1.457591929487323
26.481481481481467        1.469830480214793
26.666666666666654        1.4814484847081943
26.851851851851837        1.4924459429675263
27.037037037037024        1.5028228549927898
27.22222222222221         1.5125792207839837
27.407407407407394        1.521715040341109
27.592592592592577        1.5302303136641653
27.777777777777764        1.5381250407531528
27.96296296296295         1.545399221608071
28.148148148148135        1.5520528562289202
28.333333333333318        1.558085944615701
28.518518518518505        1.5634984867684123
28.70370370370369         1.568290482687055
28.88888888888888         1.5724619323716285
29.074074074074062        1.5760128358221333
29.25925925925925         1.578943193038569
29.444444444444432        1.5812530040209358
29.62962962962962         1.5829422687692336
29.814814814814802        1.5834596687258269
29.999999999999986        1.5838736443100756
30.185185185185173        1.5841841955219793
30.37037037037036         1.5843913223615382
30.555555555555546        1.5844950248287524
30.740740740740726        1.5844953029236215
30.92592592592591         1.584392156646146
31.111111111111097        1.5841855859963256
31.296296296296283        1.5841855859963243
31.481481481481463        1.584185585996323
31.666666666666654        1.5841855859963219
31.851851851851833        1.5841855859963205
32.03703703703703         1.5841855859963194
32.22222222222221         1.584185585996318
32.40740740740739         1.584185585996317
32.59259259259258         1.5841855859963159
32.777777777777764        1.5841855859963148
32.962962962962955        1.5841855859963136
33.14814814814814         1.5841855859963125
33.33333333333332         1.5841855859963114
33.518518518518505        1.5841855859963103
33.703703703703695        1.5841855859963094
33.88888888888888         1.5841855859963085
34.07407407407406         1.5841855859963077
34.259259259259245        1.5841855859963065
34.444444444444436        1.5841855859963057
34.62962962962962         1.5841855859963045
34.814814814814795        1.5841855859963039
34.99999999999999         1.5841855859963028
35.18518518518517         1.5841855859963025
35.37037037037037         1.5841855859963019
35.55555555555554         1.5841855859963012
35.740740740740726        1.5841855859963008
35.92592592592592         1.5841855859963003
36.11111111111109         1.5841855859962999
36.29629629629628         1.5841855859962992
36.48148148148147         1.5841855859962988
36.66666666666664         1.5841855859962983
36.85185185185184         1.5841855859962977
37.03703703703702         1.584185585996297
37.22222222222221         1.5841855859962966
37.40740740740739         1.584185585996296
37.59259259259257         1.5841855859962957
37.777777777777764        1.5841855859962954
37.96296296296294         1.5841855859962952
38.14814814814814         1.584185585996295
38.333333333333314        1.5841855859962948
38.5185185185185          1.5841855859962948
38.70370370370369         1.5841855859962948
38.88888888888887         1.5841855859962948
39.07407407407406         1.5841855859962948
39.259259259259245        1.5841855859962948
39.44444444444443         1.5841855859962948
39.62962962962962         1.5841855859962948
39.8148148148148          1.5841855859962946
39.99999999999999         1.5841855859962946
